"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"1320",0.47,0.707078038710361,0.549265928180806,0.0942935555586679,0.548970779237435,1,"Exp1","baseline","short","log"
"1321",0.48,0.707078038710361,0.552656908010181,0.0944790025558585,0.552738384306343,1,"Exp1","baseline","short","log"
"1322",0.49,0.707078038710361,0.555998974892735,0.0946625775561194,0.555927363058365,1,"Exp1","baseline","short","log"
"1323",0.5,0.707078038710361,0.559293815456248,0.0948443341498031,0.559334523254762,1,"Exp1","baseline","short","log"
"1324",0.51,0.707078038710361,0.562543025765047,0.0950243233730518,0.562581615924193,1,"Exp1","baseline","short","log"
"1325",0.52,0.707078038710361,0.565748117854009,0.095202593877006,0.565650608238631,1,"Exp1","baseline","short","log"
"1326",0.53,0.707078038710361,0.568910525675207,0.0953791920827679,0.568542244902631,1,"Exp1","baseline","short","log"
"1327",0.54,0.707078038710361,0.572031610520027,0.0955541623235634,0.571238057818537,1,"Exp1","baseline","short","log"
"1328",0.55,0.707078038710361,0.575112665971837,0.0957275469753789,0.574629532547474,1,"Exp1","baseline","short","log"
"1329",0.56,0.707078038710361,0.578154922437598,0.0958993865771998,0.578129926292172,1,"Exp1","baseline","short","log"
"1330",0.57,0.707078038710361,0.581159551301062,0.0960697199418484,0.581582462009034,1,"Exp1","baseline","short","log"
"1331",0.58,0.707078038710361,0.584127668735218,0.0962385842583093,0.585041792812636,1,"Exp1","baseline","short","log"
"1332",0.59,0.707078038710361,0.587060339207293,0.096406015186331,0.587908451020863,1,"Exp1","baseline","short","log"
"1333",0.6,0.707078038710361,0.589958578705879,0.0965720469440083,0.589647260124203,1,"Exp1","baseline","short","log"
"1334",0.61,0.707078038710361,0.59282335771646,0.0967367123889737,0.592408167096438,1,"Exp1","baseline","short","log"
"1335",0.62,0.707078038710361,0.595655603968731,0.0969000430937622,0.595436266693681,1,"Exp1","baseline","short","log"
"1336",0.63,0.707078038710361,0.5984562049766,0.097062069415855,0.599586285688214,1,"Exp1","baseline","short","log"
"1337",0.64,0.707078038710361,0.601226010389546,0.0972228205628549,0.601420679600825,1,"Exp1","baseline","short","log"
"1338",0.65,0.707078038710361,0.603965834172059,0.0973823246532044,0.603338534339677,1,"Exp1","baseline","short","log"
"1339",0.66,0.707078038710361,0.606676456626167,0.0975406087728139,0.607401398209482,1,"Exp1","baseline","short","log"
"1340",0.67,0.707078038710361,0.609358626270556,0.0976976990279338,0.609837327215131,1,"Exp1","baseline","short","log"
"1341",0.68,0.707078038710361,0.612013061588412,0.0978536205945724,0.612078163424261,1,"Exp1","baseline","short","log"
"1342",0.69,0.707078038710361,0.614640452654972,0.0980083977647311,0.615087705885583,1,"Exp1","baseline","short","log"
"1343",0.7,0.707078038710361,0.617241462654646,0.0981620539897075,0.616938375062942,1,"Exp1","baseline","short","log"
"1344",0.71,0.707078038710361,0.619816729296697,0.0983146119206892,0.619535983035724,1,"Exp1","baseline","short","log"
"1345",0.72,0.707078038710361,0.62236686613757,0.0984660934468455,0.622783272341244,1,"Exp1","baseline","short","log"
"1346",0.73,0.707078038710361,0.624892463817241,0.0986165197311022,0.624302274670274,1,"Exp1","baseline","short","log"
"1347",0.74,0.707078038710361,0.627394091216275,0.0987659112437715,0.627016761664126,1,"Exp1","baseline","short","log"
"1348",0.75,0.707078038710361,0.629872296539661,0.098914287794192,0.62965690744365,1,"Exp1","baseline","short","log"
"1349",0.76,0.707078038710361,0.632327608332999,0.0990616685605219,0.632493104512823,1,"Exp1","baseline","short","log"
"1350",0.77,0.707078038710361,0.634760536436057,0.099208072117816,0.634835451770915,1,"Exp1","baseline","short","log"
"1351",0.78,0.707078038710361,0.63717157287835,0.0993535164645067,0.636800765758924,1,"Exp1","baseline","short","log"
"1352",0.79,0.707078038710361,0.639561192720938,0.0994980190473974,0.639728498989815,1,"Exp1","baseline","short","log"
"1353",0.8,0.707078038710361,0.641929854848327,0.0996415967852726,0.642522056988871,1,"Exp1","baseline","short","log"
"1354",0.4,0.662461796539036,0.488424095776502,0.0691770735668422,0.488602578610303,2,"Exp1","baseline","short","log"
"1355",0.41,0.662461796539036,0.49250340373877,0.0694133157498701,0.492376573105808,2,"Exp1","baseline","short","log"
"1356",0.42,0.662461796539036,0.496517841346085,0.0696469280233669,0.496316190955936,2,"Exp1","baseline","short","log"
"1357",0.43,0.662461796539036,0.500469953167788,0.069877994134702,0.500609491866953,2,"Exp1","baseline","short","log"
"1358",0.44,0.662461796539036,0.504362127454733,0.0701065933628274,0.504148673502202,2,"Exp1","baseline","short","log"
"1359",0.45,0.662461796539036,0.508196609055729,0.0703328008511855,0.508098668924763,2,"Exp1","baseline","short","log"
"1360",0.46,0.662461796539036,0.511975511005042,0.0705566879090118,0.51249316780677,2,"Exp1","baseline","short","log"
"1361",0.47,0.662461796539036,0.51570082494343,0.0707783222846507,0.515493353940849,2,"Exp1","baseline","short","log"
"1362",0.48,0.662461796539036,0.519374430512348,0.0709977684140261,0.519092237703239,2,"Exp1","baseline","short","log"
"1363",0.49,0.662461796539036,0.522998103841642,0.0712150876469931,0.523195098946996,2,"Exp1","baseline","short","log"
"1364",0.5,0.662461796539036,0.526573525234852,0.07143033845395,0.52643385115642,2,"Exp1","baseline","short","log"
"1365",0.51,0.662461796539036,0.530102286142412,0.0716435766147928,0.530250613677142,2,"Exp1","baseline","short","log"
"1366",0.52,0.662461796539036,0.533585895501335,0.0718548553920359,0.533673705110955,2,"Exp1","baseline","short","log"
"1367",0.53,0.662461796539036,0.537025785509953,0.0720642256897043,0.536674443881621,2,"Exp1","baseline","short","log"
"1368",0.54,0.662461796539036,0.540423316897711,0.0722717361994127,0.540914962402833,2,"Exp1","baseline","short","log"
"1369",0.55,0.662461796539036,0.543779783742661,0.0724774335348813,0.543725367378956,2,"Exp1","baseline","short","log"
"1370",0.56,0.662461796539036,0.54709641788295,0.0726813623559979,0.547120299814573,2,"Exp1","baseline","short","log"
"1371",0.57,0.662461796539036,0.550374392963129,0.0728835654834088,0.549877157805861,2,"Exp1","baseline","short","log"
"1372",0.58,0.662461796539036,0.553614828151357,0.0730840840045155,0.553743275001764,2,"Exp1","baseline","short","log"
"1373",0.59,0.662461796539036,0.55681879155946,0.0732829573716571,0.556590202582044,2,"Exp1","baseline","short","log"
"1374",0.6,0.662461796539036,0.559987303394201,0.0734802234931786,0.560759726905801,2,"Exp1","baseline","short","log"
"1375",0.61,0.662461796539036,0.563121338865002,0.0736759188180078,0.563482829174818,2,"Exp1","baseline","short","log"
"1376",0.62,0.662461796539036,0.566221830870602,0.073870078414303,0.566386752073875,2,"Exp1","baseline","short","log"
"1377",0.63,0.662461796539036,0.569289672484742,0.0740627360426763,0.569741595045825,2,"Exp1","baseline","short","log"
"1378",0.64,0.662461796539036,0.572325719258847,0.0742539242244447,0.572133880428567,2,"Exp1","baseline","short","log"
"1379",0.65,0.662461796539036,0.575330791357812,0.0744436743053204,0.575085103037435,2,"Exp1","baseline","short","log"
"1380",0.66,0.662461796539036,0.578305675543368,0.0746320165149087,0.578489972657946,2,"Exp1","baseline","short","log"
"1381",0.67,0.662461796539036,0.581251127018028,0.0748189800223502,0.581467895706719,2,"Exp1","baseline","short","log"
"1382",0.68,0.662461796539036,0.584167871141356,0.0750045929884082,0.584224780931797,2,"Exp1","baseline","short","log"
"1383",0.69,0.662461796539036,0.587056605029125,0.07518888261428,0.587196190927579,2,"Exp1","baseline","short","log"
"1384",0.7,0.662461796539036,0.58991799904494,0.0753718751873796,0.589364122105174,2,"Exp1","baseline","short","log"
"1385",0.71,0.662461796539036,0.592752698192978,0.0755535961243226,0.592863605834847,2,"Exp1","baseline","short","log"
"1386",0.72,0.662461796539036,0.595561323419705,0.0757340700113184,0.595636681248637,2,"Exp1","baseline","short","log"
"1387",0.73,0.662461796539036,0.598344472831678,0.075913320642162,0.597946766488364,2,"Exp1","baseline","short","log"
"1388",0.74,0.662461796539036,0.601102722835934,0.0760913710539976,0.601162753200099,2,"Exp1","baseline","short","log"
"1389",0.75,0.662461796539036,0.603836629208851,0.0762682435610125,0.603978306853816,2,"Exp1","baseline","short","log"
"1390",0.76,0.662461796539036,0.606546728098852,0.0764439597862084,0.60593116331207,2,"Exp1","baseline","short","log"
"1391",0.77,0.662461796539036,0.609233536967882,0.0766185406913814,0.609732810798181,2,"Exp1","baseline","short","log"
"1392",0.78,0.662461796539036,0.611897555476114,0.0767920066054358,0.611829066664741,2,"Exp1","baseline","short","log"
"1393",0.79,0.662461796539036,0.614539266314006,0.0769643772511417,0.61432359131727,2,"Exp1","baseline","short","log"
"1394",0.8,0.662461796539036,0.617159135985467,0.077135671770443,0.616854588785154,2,"Exp1","baseline","short","log"
"1395",0.4,0.653023777264013,0.511537768829164,0.0928363154347269,0.511621100431037,3,"Exp1","baseline","short","log"
"1396",0.41,0.653023777264013,0.5159267246093,0.0934607422849871,0.516052702595374,3,"Exp1","baseline","short","log"
"1397",0.42,0.653023777264013,0.520247034060472,0.0940764566844979,0.519458725585598,3,"Exp1","baseline","short","log"
"1398",0.43,0.653023777264013,0.52450137428897,0.0946837727591733,0.524596821329785,3,"Exp1","baseline","short","log"
"1399",0.44,0.653023777264013,0.528692258503766,0.0952829865370113,0.528987250089648,3,"Exp1","baseline","short","log"
"1400",0.45,0.653023777264013,0.532822049526698,0.0958743773676644,0.532561788720827,3,"Exp1","baseline","short","log"
"1401",0.46,0.653023777264013,0.536892971915159,0.0964582092022078,0.536384964777534,3,"Exp1","baseline","short","log"
"1402",0.47,0.653023777264013,0.540907122866699,0.0970347317495676,0.541329053889581,3,"Exp1","baseline","short","log"
"1403",0.48,0.653023777264013,0.544866482051106,0.0976041815238257,0.544407844819973,3,"Exp1","baseline","short","log"
"1404",0.49,0.653023777264013,0.548772920495494,0.0981667827947236,0.548702754622159,3,"Exp1","baseline","short","log"
"1405",0.5,0.653023777264013,0.552628208630972,0.0987227484520738,0.552644680759311,3,"Exp1","baseline","short","log"
"1406",0.51,0.653023777264013,0.55643402359511,0.0992722807934176,0.556355238065398,3,"Exp1","baseline","short","log"
"1407",0.52,0.653023777264013,0.560191955872218,0.0998155722430902,0.559740553394773,3,"Exp1","baseline","short","log"
"1408",0.53,0.653023777264013,0.563903515342987,0.100352806009853,0.563716223557573,3,"Exp1","baseline","short","log"
"1409",0.54,0.653023777264013,0.56757013680614,0.100884156689382,0.567056893425816,3,"Exp1","baseline","short","log"
"1410",0.55,0.653023777264013,0.571193185027047,0.101409790817154,0.570863230395941,3,"Exp1","baseline","short","log"
"1411",0.56,0.653023777264013,0.574773959361661,0.101929867376638,0.574942713724828,3,"Exp1","baseline","short","log"
"1412",0.57,0.653023777264013,0.578313697998407,0.102444538267105,0.578813182288658,3,"Exp1","baseline","short","log"
"1413",0.58,0.653023777264013,0.581813581855705,0.102953948734935,0.581327266997731,3,"Exp1","baseline","short","log"
"1414",0.59,0.653023777264013,0.585274738168518,0.103458237771814,0.586062495690592,3,"Exp1","baseline","short","log"
"1415",0.6,0.653023777264013,0.588698243793572,0.103957538482887,0.589673573227693,3,"Exp1","baseline","short","log"
"1416",0.61,0.653023777264013,0.592085128259602,0.104451978427583,0.591444095761259,3,"Exp1","baseline","short","log"
"1417",0.62,0.653023777264013,0.595436376586145,0.104941679935553,0.595995311980843,3,"Exp1","baseline","short","log"
"1418",0.63,0.653023777264013,0.598752931891873,0.1054267603999,0.598402207430987,3,"Exp1","baseline","short","log"
"1419",0.64,0.653023777264013,0.60203569781126,0.105907332549662,0.602393343326569,3,"Exp1","baseline","short","log"
"1420",0.65,0.653023777264013,0.605285540736428,0.106383504703313,0.606389028033028,3,"Exp1","baseline","short","log"
"1421",0.66,0.653023777264013,0.608503291899307,0.10685538100488,0.608479770886602,3,"Exp1","baseline","short","log"
"1422",0.67,0.653023777264013,0.611689749307712,0.107323061644089,0.611082807006156,3,"Exp1","baseline","short","log"
"1423",0.68,0.653023777264013,0.614845679547619,0.107786643061864,0.614683288852859,3,"Exp1","baseline","short","log"
"1424",0.69,0.653023777264013,0.617971819462702,0.108246218142327,0.618583193044736,3,"Exp1","baseline","short","log"
"1425",0.7,0.653023777264013,0.621068877721139,0.108701876392388,0.620906074562248,3,"Exp1","baseline","short","log"
"1426",0.71,0.653023777264013,0.624137536278764,0.109153704109871,0.623005413757395,3,"Exp1","baseline","short","log"
"1427",0.72,0.653023777264013,0.62717845174676,0.109601784541071,0.626977264515534,3,"Exp1","baseline","short","log"
"1428",0.73,0.653023777264013,0.630192256671374,0.110046198028529,0.631051295787794,3,"Exp1","baseline","short","log"
"1429",0.74,0.653023777264013,0.633179560732429,0.110487022149771,0.633815511191995,3,"Exp1","baseline","short","log"
"1430",0.75,0.653023777264013,0.636140951866807,0.11092433184766,0.636922676632573,3,"Exp1","baseline","short","log"
"1431",0.76,0.653023777264013,0.63907699732254,0.111358199552985,0.638750593660712,3,"Exp1","baseline","short","log"
"1432",0.77,0.653023777264013,0.641988244648647,0.111788695299833,0.642563267465218,3,"Exp1","baseline","short","log"
"1433",0.78,0.653023777264013,0.64487522262541,0.112215886834267,0.64550329317524,3,"Exp1","baseline","short","log"
"1434",0.79,0.653023777264013,0.647738442139399,0.112639839716763,0.647519315679303,3,"Exp1","baseline","short","log"
"1435",0.8,0.653023777264013,0.650578397007167,0.113060617418856,0.650883673294667,3,"Exp1","baseline","short","log"
"1436",0.4,0.807473421232045,0.499663803597444,0.0826798981229715,0.499760644135657,4,"Exp1","baseline","short","log"
"1437",0.41,0.807473421232045,0.502033137473568,0.0827237856973916,0.50198057491556,4,"Exp1","baseline","short","log"
"1438",0.42,0.807473421232045,0.504357006227932,0.0827670425169914,0.504238513310296,4,"Exp1","baseline","short","log"
"1439",0.43,0.807473421232045,0.506637337603141,0.0828096922580663,0.506148886675501,4,"Exp1","baseline","short","log"
"1440",0.44,0.807473421232045,0.50887593499676,0.0828517571798488,0.509075750967498,4,"Exp1","baseline","short","log"
"1441",0.45,0.807473421232045,0.51107448810528,0.0828932582394975,0.510653812389319,4,"Exp1","baseline","short","log"
"1442",0.46,0.807473421232045,0.513234582442326,0.0829342151954156,0.513310740323965,4,"Exp1","baseline","short","log"
"1443",0.47,0.807473421232045,0.515357707871897,0.0829746467003116,0.515254419438683,4,"Exp1","baseline","short","log"
"1444",0.48,0.807473421232045,0.51744526627722,0.0830145703852155,0.517750076611336,4,"Exp1","baseline","short","log"
"1445",0.49,0.807473421232045,0.519498578468828,0.0830540029354994,0.520056219490121,4,"Exp1","baseline","short","log"
"1446",0.5,0.807473421232045,0.521518890421241,0.0830929601598107,0.521282008632187,4,"Exp1","baseline","short","log"
"1447",0.51,0.807473421232045,0.523507378915525,0.0831314570527059,0.523812490486884,4,"Exp1","baseline","short","log"
"1448",0.52,0.807473421232045,0.525465156654801,0.0831695078516739,0.525513191056562,4,"Exp1","baseline","short","log"
"1449",0.53,0.807473421232045,0.527393276911068,0.0832071260891479,0.527737334483373,4,"Exp1","baseline","short","log"
"1450",0.54,0.807473421232045,0.529292737754248,0.0832443246400327,0.529047682459903,4,"Exp1","baseline","short","log"
"1451",0.55,0.807473421232045,0.531164485908024,0.0832811157652103,0.531435662915224,4,"Exp1","baseline","short","log"
"1452",0.56,0.807473421232045,0.533009420271537,0.0833175111514301,0.532721543426202,4,"Exp1","baseline","short","log"
"1453",0.57,0.807473421232045,0.534828395141335,0.0833535219479436,0.534426925982986,4,"Exp1","baseline","short","log"
"1454",0.58,0.807473421232045,0.53662222316385,0.0833891588002009,0.536416166929296,4,"Exp1","baseline","short","log"
