"","NSub","targetDur","RP","Exp","group","mu_r","sig_r","predY","model"
"218",2,0.4,0.557928195787099,"Exp1","short",0.48421984675464,0.0738535874810198,0.48342389622537,"Baseline"
"219",2,0.672717132202972,0.661893164480716,"Exp1","short",0.583482913211995,0.0717459993598707,0.584645957196817,"Baseline"
"220",2,0.8,0.565977869075141,"Exp1","short",0.620971312313066,0.0725561316837119,0.619166474262973,"Baseline"
"221",2,0.672717132202972,0.565897941476578,"Exp1","short",0.583482913211995,0.0717459993598707,0.583325040299953,"Baseline"
"222",2,0.475682846001088,0.605895329059422,"Exp1","short",0.515244859762788,0.072363275367891,0.514987912133198,"Baseline"
"223",2,0.565685424949238,0.637897779753985,"Exp1","short",0.548288141728352,0.071670368565587,0.547664959783639,"Baseline"
"224",2,0.672717132202972,0.581932910576143,"Exp1","short",0.583482913211995,0.0717459993598707,0.583965368931954,"Baseline"
"225",2,0.8,0.533927524018509,"Exp1","short",0.620971312313066,0.0725561316837119,0.620890509758334,"Baseline"
"226",2,0.565685424949238,0.621914126037154,"Exp1","short",0.548288141728352,0.071670368565587,0.548086753033491,"Baseline"
"227",2,0.475682846001088,0.653951097996469,"Exp1","short",0.515244859762788,0.072363275367891,0.514593856111386,"Baseline"
"228",2,0.672717132202972,0.565894831452169,"Exp1","short",0.583482913211995,0.0717459993598707,0.583864734885049,"Baseline"
"229",2,0.565685424949238,0.701908279195777,"Exp1","short",0.548288141728352,0.071670368565587,0.549434566827806,"Baseline"
"230",2,0.8,0.517921478134667,"Exp1","short",0.620971312313066,0.0725561316837119,0.621308138976033,"Baseline"
"231",2,0.475682846001088,0.437886272669857,"Exp1","short",0.515244859762788,0.072363275367891,0.513710571111785,"Baseline"
"232",2,0.4,0.541896336704667,"Exp1","short",0.48421984675464,0.0738535874810198,0.484552215574611,"Baseline"
"233",2,0.672717132202972,0.589973564801767,"Exp1","short",0.583482913211995,0.0717459993598707,0.582063901558918,"Baseline"
"234",2,0.475682846001088,0.541920594885596,"Exp1","short",0.515244859762788,0.072363275367891,0.514754929027925,"Baseline"
"235",2,0.4,0.517932363214641,"Exp1","short",0.48421984675464,0.0738535874810198,0.483155984815296,"Baseline"
